Pais,Cliente,Clasificacion,Orden de compra,No.defactura,Estado de la Factura,fecha de factura,Comercial,Cantidad,Nombre de producto,Precio unitario,Descuento,Costo U,Almacen.0,Almacen.1,Segmento,Total Producto,Monto total,Referencia,Capacidad_a_kwh,Potencia_kw,Potencia_t_mva,Total Potencia kW,Total Potencia de Transformadores MVA,Total Capacidad de almacenamiento kWh,Prefix,Year,Invoice_No,Hora de extracción,Amount,Year Month,Index,Classificacion New,Segmento (Grouped),Comercial (Grouped)
Panama,Renewable Energy & Technical Solutions S.A. (RETSSA),DG,ON-01751,INV/2023/1755,posted,2023-01-17 00:00:00,Martin Muadi,16,[SUN2000-50KTL-M3],2702,0,2080.48,1,Neptune - Panamá,DG / C&I / Inverter,43232,189005,PO3276,0,50,0,800,0,0,INV,2023,1755,2023-11-30 06:16:01,43232,2023-01,923,DG,Other,Martin Muadi
Panama,Renewable Energy & Technical Solutions S.A. (RETSSA),DG,ON-01751,INV/2023/1755,posted,2023-01-17 00:00:00,Martin Muadi,6,[SUN2000-36KTL-M3],2248,0,2077.14,1,Neptune - Panamá,DG / C&I / Inverter,13488,189005,PO3276,0,36,0,216,0,0,INV,2023,1755,2023-11-30 06:16:00,13488,2023-01,772,DG,Other,Martin Muadi
Dominican Republic,"Unitrade, S.R.L.",DG,ON-01745,INV/2022/1706,posted,2022-12-15 00:00:00,Martin Muadi,40,[SUN2000-60KTL-M0],3087,0,2616.09,1,Neptune - Panamá,DG / C&I / Inverter,123480,123480,HW PO3274 - Unitrade PO 9711,0,60,0,2400,0,0,INV,2022,1706,2023-09-28 16:35:47,123480,2022-12,381,DG,Other,Martin Muadi
Jamaica,FOSRICH CO. LTD.,DG,ON-01714,INV/2022/1699,posted,2022-12-07 00:00:00,Martin Muadi,42,[SUN2000-50KTL-M3],2181,0,2149.37,1,Neptune - Panamá,DG / C&I / Inverter,91602,93862,PO3270,0,50,0,2100,0,0,INV,2022,1699,2023-09-28 16:35:55,91602,2022-12,387,DG,Other,Martin Muadi
Dominican Republic,"Unitrade, S.R.L.",DG,ON-01798,INV/2022/1647,posted,2022-11-09 00:00:00,Martin Muadi,80,[SUN2000-50KTL-M3],2079,0,2149.37,1,Neptune - Panamá,DG / C&I / Inverter,166320,166320,PO3212,0,50,0,4000,0,0,INV,2022,1647,2023-09-28 16:37:07,166320,2022-11,426,DG,Other,Martin Muadi
Dominican Republic,"Unitrade, S.R.L.",DG,ON-01589,INV/2022/1546,posted,2022-08-31 00:00:00,Martin Muadi,1,[SUN2000-8KTL-M1],1133,0,1052,1,Neptune - Panamá,DG / C&I / Inverter,1133,1133,PO 3255,0,8,0,8,0,0,INV,2022,1546,2023-09-28 16:39:26,1133,2022-08,358,DG,Other,Martin Muadi
Dominican Republic,"Unitrade, S.R.L.",DG,ON-01488,INV/2022/1545,posted,2022-08-31 00:00:00,Martin Muadi,16,[SUN2000-40KTL-M3],2456,0,2224.22,1,Neptune - Panamá,DG / C&I / Inverter,39296,77967,PO 3236,0,40,0,640,0,0,INV,2022,1545,2023-09-28 16:39:28,39296,2022-08,368,DG,Other,Martin Muadi
Dominican Republic,"Unitrade, S.R.L.",DG,ON-01345,INV/2022/1514,posted,2022-08-16 00:00:00,Martin Muadi,10,[SUN2000-30KTL-M3],2023,0,1807.66,1,Neptune - Panamá,DG / C&I / Inverter,20230,244910,PO 3212,0,30,0,300,0,0,INV,2022,1514,2023-09-28 16:40:37,20230,2022-08,559,DG,Other,Martin Muadi
Dominican Republic,"Unitrade, S.R.L.",DG,ON-01345,INV/2022/1514,posted,2022-08-16 00:00:00,Martin Muadi,20,[SUN2000-20KTL-M3],2132,0,1620.21,1,Neptune - Panamá,DG / C&I / Inverter,42640,244910,PO 3212,0,20,0,400,0,0,INV,2022,1514,2023-09-28 16:40:37,42640,2022-08,560,DG,Other,Martin Muadi
Honduras,CELSIA HONDURAS. S.A.,DG,ON-00727,INV/2022/1465,posted,2022-06-28 00:00:00,Martin Muadi,67,[SUN2000-100KTL-M1],3785,0,3700,1,Neptune - Panamá,DG / C&I / Inverter,253595,260367,PO 3163,0,100,0,6700,0,0,INV,2022,1465,2023-09-28 16:42:10,253595,2022-06,485,DG,Other,Martin Muadi
Dominican Republic,"Unitrade, S.R.L.",DG,ON-01264,INV/2022/1458,posted,2022-06-20 00:00:00,Martin Muadi,10,[SUN2000-100KTL-M1 (AFCI)],4630,0,4120,1,Neptune - Panamá,DG / C&I / Inverter,46300,101304,PO 3179 (3209),0,100,0,1000,0,0,INV,2022,1458,2023-09-28 16:42:26,46300,2022-06,477,DG,Other,Martin Muadi
Dominican Republic,"Unitrade, S.R.L.",DG,ON-01264,INV/2022/1458,posted,2022-06-20 00:00:00,Martin Muadi,24,[SUN2000-20KTL-M3],2196,0,1620.21,1,Neptune - Panamá,DG / C&I / Inverter,52704,101304,PO 3179 (3209),0,20,0,480,0,0,INV,2022,1458,2023-09-28 16:42:25,52704,2022-06,480,DG,Other,Martin Muadi
El Salvador,"Enersys Solar, S.A. de C.V.",DG,ON-00678,RINV/2021/0042,posted,2021-11-29 00:00:00,Martin Muadi,31,[SUN2000-20KTL-M3],2134,0,1620.21,1,Neptune - Panamá,DG / C&I / Inverter,66154,-73628,"Reversión de: INV/2021/1268, Se facturará parcial por solicitud del cliente.",0,20,0,620,0,0,RINV,2021,42,2023-09-28 16:27:49,-66154,2021-11,403,DG,Other,Martin Muadi
Panama,Renewable Energy & Technical Solutions S.A. (RETSSA),DG,ON-00395,INV/2021/1198,posted,2021-06-29 00:00:00,Martin Muadi,5,[SUN2000-30KTL-M3],2084,0,1807.66,1,Neptune - Panamá,DG / C&I / Inverter,10420,344318,PO 3110,0,30,0,150,0,0,INV,2021,1198,2023-09-28 16:31:17,10420,2021-06,431,DG,Other,Martin Muadi
Panama,Renewable Energy & Technical Solutions S.A. (RETSSA),DG,ON-00395,INV/2021/1198,posted,2021-06-29 00:00:00,Martin Muadi,5,[SUN2000-40KTL-M3],2529,0,2224.22,1,Neptune - Panamá,DG / C&I / Inverter,12645,344318,PO 3110,0,40,0,200,0,0,INV,2021,1198,2023-09-28 16:31:16,12645,2021-06,432,DG,Other,Martin Muadi
Panama,Renewable Energy & Technical Solutions S.A. (RETSSA),DG,ON-00395,INV/2021/1198,posted,2021-06-29 00:00:00,Martin Muadi,15,[SUN2000-100KTL-M1 (AFCI)],4630,0,4120,1,Neptune - Panamá,DG / C&I / Inverter,69450,344318,PO 3110,0,100,0,1500,0,0,INV,2021,1198,2023-09-28 16:31:21,69450,2021-06,430,DG,Other,Martin Muadi
Panama,Renewable Energy & Technical Solutions S.A. (RETSSA),DG,ON-00395,INV/2021/1198,posted,2021-06-29 00:00:00,Martin Muadi,15,[SUN2000-60KTL-M0],3009,0,2616.09,1,Neptune - Panamá,DG / C&I / Inverter,45135,344318,PO 3110,0,60,0,900,0,0,INV,2021,1198,2023-09-28 16:31:11,45135,2021-06,434,DG,Other,Martin Muadi
El Salvador,"Enersys Solar, S.A. de C.V.",DG,ON-00313,INV/2021/1135,posted,2021-03-31 00:00:00,Martin Muadi,3,[SUN2000-60KTL-M0],4175,0,2616.09,1,Neptune - Panamá,DG / C&I / Inverter,12525,70751,PO 3084,0,60,0,180,0,0,INV,2021,1135,2023-09-28 16:33:07,12525,2021-03,484,DG,Other,Martin Muadi
El Salvador,"Enersys Solar, S.A. de C.V.",DG,ON-00313,RINV/2021/0002,posted,2021-03-31 00:00:00,Martin Muadi,3,[SUN2000-60KTL-M0],4175,0,2616.09,1,Neptune - Panamá,DG / C&I / Inverter,12525,-70751,"Reversión de: INV/2021/1135, Precios incorrectos",0,60,0,180,0,0,RINV,2021,2,2023-09-28 16:32:46,-12525,2021-03,564,DG,Other,Martin Muadi
El Salvador,"Enersys Solar, S.A. de C.V.",DG,ON-00313,INV/2021/1148,posted,2021-03-31 00:00:00,Martin Muadi,4,[SUN2000-60KTL-M0],4175,0,2616.09,1,Neptune - Panamá,DG / C&I / Inverter,16700,60339,PO 3084,0,60,0,240,0,0,INV,2021,1148,2023-09-28 16:32:49,16700,2021-03,569,DG,Other,Martin Muadi
El Salvador,Compound Energy S.A. de C.V.,DG,ON-00296,INV/2021/1147,posted,2021-03-31 00:00:00,Martin Muadi,4,[SUN2000-100KTL-M1],6957,0,3700,1,Neptune - Panamá,DG / C&I / Inverter,27828,28508,PO 3084,0,100,0,400,0,0,INV,2021,1147,2023-09-28 16:32:51,27828,2021-03,570,DG,Other,Martin Muadi
El Salvador,"Enersys Solar, S.A. de C.V.",DG,ON-00313,INV/2021/1135,posted,2021-03-31 00:00:00,Martin Muadi,8,[SUN2000-100KTL-M1],6957,0,3700,1,Neptune - Panamá,DG / C&I / Inverter,55656,70751,PO 3084,0,100,0,800,0,0,INV,2021,1135,2023-09-28 16:33:06,55656,2021-03,486,DG,Other,Martin Muadi
El Salvador,"Enersys Solar, S.A. de C.V.",DG,ON-00313,RINV/2021/0002,posted,2021-03-31 00:00:00,Martin Muadi,8,[SUN2000-100KTL-M1],6957,0,3700,1,Neptune - Panamá,DG / C&I / Inverter,55656,-70751,"Reversión de: INV/2021/1135, Precios incorrectos",0,100,0,800,0,0,RINV,2021,2,2023-09-28 16:32:46,-55656,2021-03,558,DG,Other,Martin Muadi
El Salvador,Compound Energy S.A. de C.V.,DG,ON-00296,INV/2021/1134,posted,2021-03-31 00:00:00,Martin Muadi,1,[SUN2000-60KTL-M0],4175,0,2616.09,1,Neptune - Panamá,DG / C&I / Inverter,4175,25726,PO 3084,0,60,0,60,0,0,INV,2021,1134,2023-09-28 16:33:09,4175,2021-03,574,DG,Other,Martin Muadi
El Salvador,Compound Energy S.A. de C.V.,DG,ON-00296,INV/2021/1134,posted,2021-03-31 00:00:00,Martin Muadi,3,[SUN2000-100KTL-M1],6957,0,3700,1,Neptune - Panamá,DG / C&I / Inverter,20871,25726,PO 3084,0,100,0,300,0,0,INV,2021,1134,2023-09-28 16:33:09,20871,2021-03,466,DG,Other,Martin Muadi
El Salvador,"Enersys Solar, S.A. de C.V.",DG,ON-00313,INV/2021/1148,posted,2021-03-31 00:00:00,Martin Muadi,7,[SUN2000-100KTL-M1],5867,0,3700,1,Neptune - Panamá,DG / C&I / Inverter,41069,60339,PO 3084,0,100,0,700,0,0,INV,2021,1148,2023-09-28 16:32:48,41069,2021-03,586,DG,Other,Martin Muadi
El Salvador,Compound Energy S.A. de C.V.,DG,ON-00296,RINV/2021/0003,posted,2021-03-31 00:00:00,Martin Muadi,3,[SUN2000-100KTL-M1],6957,0,3700,1,Neptune - Panamá,DG / C&I / Inverter,20871,-25726,"Reversión de: INV/2021/1134, Precios y unidades de equipos incorrectos",0,100,0,300,0,0,RINV,2021,3,2023-09-28 16:32:43,-20871,2021-03,587,DG,Other,Martin Muadi
El Salvador,Compound Energy S.A. de C.V.,DG,ON-00296,RINV/2021/0003,posted,2021-03-31 00:00:00,Martin Muadi,1,[SUN2000-60KTL-M0],4175,0,2616.09,1,Neptune - Panamá,DG / C&I / Inverter,4175,-25726,"Reversión de: INV/2021/1134, Precios y unidades de equipos incorrectos",0,60,0,60,0,0,RINV,2021,3,2023-09-28 16:32:44,-4175,2021-03,556,DG,Other,Martin Muadi
Honduras,"Sensormatic de Honduras, S.A. de C.V",DG,ON-00285,INV/2021/1129,posted,2021-03-30 00:00:00,Martin Muadi,2,[SUN2000-40KTL-US],3333,0,1950,1,Neptune - Panamá,DG / C&I / Inverter,6666,7890,ON INV,0,40,0,80,0,0,INV,2021,1129,2023-09-28 16:33:28,6666,2021-03,527,DG,Other,Martin Muadi
Panama,"Renewable Energy & Technical Solutions S.A. (RETSSA), Andres Larach",DG,ON-00288,INV/2021/1127,posted,2021-03-15 00:00:00,Martin Muadi,8,[SUN2000-20KTL-M3],2261,0,1620.21,1,Neptune - Panamá,DG / C&I / Inverter,18088,161128,ON-00288,0,20,0,160,0,0,INV,2021,1127,2023-09-28 16:33:36,18088,2021-03,547,DG,Other,Martin Muadi
Panama,"Renewable Energy & Technical Solutions S.A. (RETSSA), Andres Larach",DG,ON-00288,INV/2021/1127,posted,2021-03-15 00:00:00,Martin Muadi,10,[SUN2000-60KTL-M0],3267,0,2616.09,1,Neptune - Panamá,DG / C&I / Inverter,32670,161128,ON-00288,0,60,0,600,0,0,INV,2021,1127,2023-09-28 16:33:31,32670,2021-03,511,DG,Other,Martin Muadi
Panama,"Renewable Energy & Technical Solutions S.A. (RETSSA), Andres Larach",DG,ON-00288,INV/2021/1127,posted,2021-03-15 00:00:00,Martin Muadi,4,[SUN2000-100KTL-M1],4664,0,3700,1,Neptune - Panamá,DG / C&I / Inverter,18656,161128,ON-00288,0,100,0,400,0,0,INV,2021,1127,2023-09-28 16:33:38,18656,2021-03,550,DG,Other,Martin Muadi
Nicaragua,ERA SOLAR S.A.,DG,ON-01992,INV/2023/1791,posted,2023-02-09 00:00:00,Dorian Flores,1,[SUN2000-6KTL-L1],879,0,622.29,1,Neptune - Panamá,DG / Residential / Inverter,879,8450,Stock,0,6,0,6,0,0,INV,2023,1791,2023-11-30 06:14:53,879,2023-02,1052,DG,Other,Other
Nicaragua,ERA SOLAR S.A.,DG,ON-01870,INV/2023/1793,posted,2023-02-09 00:00:00,Dorian Flores,3,[SUN2000-5KTL-L1],778,0,550.63,1,Neptune - Panamá,DG / Residential / Inverter,2334,2839,Stock,0,5,0,15,0,0,INV,2023,1793,2023-11-30 06:14:50,2334,2023-02,1066,DG,Other,Other
Panama,"Greentec Energy, S.A.",DG,ON-01620,INV/2023/1768,posted,2023-01-27 00:00:00,Alejandra Soto,2,[SUN2000-4KTL-L1],840,0,613.03,1,Neptune - Panamá,DG / Residential / Inverter,1680,17976,Stock,0,4,0,8,0,0,INV,2023,1768,2023-11-30 06:15:30,1680,2023-01,1155,DG,Other,Other
Barbados,Emera Caribbean Renewables Ltd.,DG,ON-02001,INV/2023/1766,posted,2023-01-25 00:00:00,Alejandra Soto,5,[SUN2000-4KTL-L1],745,0,613.03,1,Neptune - Panamá,DG / Residential / Inverter,3725,5615,Stock,0,4,0,20,0,0,INV,2023,1766,2023-11-30 06:15:31,3725,2023-01,1175,DG,Other,Other
Barbados,Future Energy Caribbean,DG,ON-01810,INV/2023/1758,posted,2023-01-18 00:00:00,Alejandra Soto,3,[SUN2000-4KTL-L1],840,0,613.03,1,Neptune - Panamá,DG / Residential / Inverter,2520,5901,Stock,0,4,0,12,0,0,INV,2023,1758,2023-11-30 06:15:50,2520,2023-01,1133,DG,Other,Other
Barbados,Future Energy Caribbean,DG,ON-01810,INV/2023/1758,posted,2023-01-18 00:00:00,Alejandra Soto,2,[SUN2000-6KTL-L1],990,0,622.29,1,Neptune - Panamá,DG / Residential / Inverter,1980,5901,Stock,0,6,0,12,0,0,INV,2023,1758,2023-11-30 06:15:51,1980,2023-01,1137,DG,Other,Other
Panama,MaiWei Corp,DG,ON-01715,INV/2022/1701,posted,2022-12-09 00:00:00,Alejandra Soto,29,[SUN2000-6KTL-L1],879,0,689.59,1,Neptune - Panamá,DG / Residential / Inverter,25491,103039,Stock,0,6,0,174,0,0,INV,2022,1701,2023-09-28 16:35:53,25491,2022-12,1714,DG,Other,Other
Nicaragua,INVERSIONES KOMP S.A.,DG,ON-01799,INV/2022/1694,posted,2022-12-06 00:00:00,Dorian Flores,1,[SUN2000-6KTL-L1],990,0,689.59,1,Neptune - Panamá,DG / Residential / Inverter,990,1197,Stock,0,6,0,6,0,0,INV,2022,1694,2023-09-28 16:36:03,990,2022-12,1713,DG,Other,Other
El Salvador,Capsula S.A. de C.V.,DG,ON-01844,INV/2022/1672,posted,2022-11-24 00:00:00,Alejandra Soto,3,[SUN2000-4KTL-L1],882,0,613.03,1,Neptune - Panamá,DG / Residential / Inverter,2646,2646,Stock,0,4,0,12,0,0,INV,2022,1672,2023-09-28 16:36:30,2646,2022-11,1707,DG,Other,Other
Nicaragua,ERA SOLAR S.A.,DG,ON-01826,INV/2022/1668,posted,2022-11-23 00:00:00,Dorian Flores,3,[SUN2000-6KTL-L1],879,0,689.59,1,Neptune - Panamá,DG / Residential / Inverter,2637,3990,Stock,0,6,0,18,0,0,INV,2022,1668,2023-09-28 16:36:33,2637,2022-11,1706,DG,Other,Other
Nicaragua,SUNLINE INTERNACIONAL S.A.,DG,ON-01781,INV/2022/1659,posted,2022-11-21 00:00:00,Dorian Flores,2,[SUN2000-6KTL-L1],990,0,689.59,1,Neptune - Panamá,DG / Residential / Inverter,1980,10567.67,Stock,0,6,0,12,0,0,INV,2022,1659,2023-09-28 16:36:40,1980,2022-11,1726,DG,Other,Other
Nicaragua,SUNLINE INTERNACIONAL S.A.,DG,ON-01781,INV/2022/1659,posted,2022-11-21 00:00:00,Dorian Flores,2,[SUN2000-4KTL-L1],840,0,613.03,1,Neptune - Panamá,DG / Residential / Inverter,1680,10567.67,Stock,0,4,0,8,0,0,INV,2022,1659,2023-09-28 16:36:40,1680,2022-11,1703,DG,Other,Other
Nicaragua,CLEAN ENERGY S.A.,DG,ON-01747,INV/2022/1650,posted,2022-11-14 00:00:00,Dorian Flores,18,[SUN2000-5KTL-L1],778,0,600.85,1,Neptune - Panamá,DG / Residential / Inverter,14004,21542,Stock,0,5,0,90,0,0,INV,2022,1650,2023-09-28 16:37:00,14004,2022-11,1729,DG,Other,Other
Nicaragua,CLEAN ENERGY S.A.,DG,ON-01747,INV/2022/1650,posted,2022-11-14 00:00:00,Dorian Flores,3,[SUN2000-3KTL-L1],623,0,507.87,1,Neptune - Panamá,DG / Residential / Inverter,1869,21542,Stock,0,3,0,9,0,0,INV,2022,1650,2023-09-28 16:36:59,1869,2022-11,1753,DG,Other,Other
Panama,"Greentec Energy, S.A.",DG,ON-01534,INV/2022/1651,posted,2022-11-14 00:00:00,Alejandra Soto,6,[SUN2000-6KTL-L1],990,0,689.59,1,Neptune - Panamá,DG / Residential / Inverter,5940,29070,Stock,0,6,0,36,0,0,INV,2022,1651,2023-09-28 16:36:54,5940,2022-11,1727,DG,Other,Other
Panama,"Greentec Energy, S.A.",DG,ON-01534,INV/2022/1651,posted,2022-11-14 00:00:00,Alejandra Soto,4,[SUN2000-5KTL-L1],876,0,600.85,1,Neptune - Panamá,DG / Residential / Inverter,3504,29070,Stock,0,5,0,20,0,0,INV,2022,1651,2023-09-28 16:36:55,3504,2022-11,1728,DG,Other,Other
Panama,"TECNIC GROUP, S.A. PANAMA",DG,ON-01773,INV/2022/1648,posted,2022-11-10 00:00:00,Alejandra Soto,10,[SUN2000-4KTL-L1],700,0,613.03,1,Neptune - Panamá,DG / Residential / Inverter,7000,62800,Stock,0,4,0,40,0,0,INV,2022,1648,2023-09-28 16:37:04,7000,2022-11,1752,DG,Other,Other
Barbados,Prosolar 246 Inc.,DG,ON-01487,INV/2022/1641,posted,2022-11-08 00:00:00,Alejandra Soto,2,[SUN2000-5KTL-L1],876,0,600.85,1,Neptune - Panamá,DG / Residential / Inverter,1752,2792,Stock,0,5,0,10,0,0,INV,2022,1641,2023-09-28 16:37:14,1752,2022-11,1751,DG,Other,Other
Panama,"Panama Electric Supply, S.A.",DG,ON-01638,INV/2022/1583,posted,2022-09-29 00:00:00,Alejandra Soto,5,[SUN2000-6KTL-L1],879,0,689.59,1,Neptune - Panamá,DG / Residential / Inverter,4395,63615,Stock,0,6,0,30,0,0,INV,2022,1583,2023-09-28 16:38:40,4395,2022-09,1737,DG,Other,Other
Saint Vincent and the Grenadines,SVG Solar Teck Ltd.,DG,ON-01566,INV/2022/1553,posted,2022-09-05 00:00:00,Alejandra Soto,3,[SUN2000-6KTL-L1],879,0,689.59,1,Neptune - Panamá,DG / Residential / Inverter,2637,3519,Stock,0,6,0,18,0,0,INV,2022,1553,2023-09-28 16:39:21,2637,2022-09,1671,DG,Other,Other
Saint Vincent and the Grenadines,SVG Solar Teck Ltd.,DG,ON-01566,INV/2022/1553,posted,2022-09-05 00:00:00,Alejandra Soto,1,[SUN2000-5KTL-L1],778,0,600.85,1,Neptune - Panamá,DG / Residential / Inverter,778,3519,Stock,0,5,0,5,0,0,INV,2022,1553,2023-09-28 16:39:22,778,2022-09,1670,DG,Other,Other
Barbados,Williams everGreen Ltd.,DG,ON-01530,INV/2022/1529,posted,2022-08-25 00:00:00,Alejandra Soto,15,[SUN2000-6KTL-L1],888,0,689.59,1,Neptune - Panamá,DG / Residential / Inverter,13320,41315,Stock,0,6,0,90,0,0,INV,2022,1529,2023-09-28 16:40:23,13320,2022-08,1657,DG,Other,Other
Barbados,Williams everGreen Ltd.,DG,ON-01530,INV/2022/1529,posted,2022-08-25 00:00:00,Alejandra Soto,10,[SUN2000-4KTL-L1],754,0,613.03,1,Neptune - Panamá,DG / Residential / Inverter,7540,41315,Stock,0,4,0,40,0,0,INV,2022,1529,2023-09-28 16:40:22,7540,2022-08,1655,DG,Other,Other
Barbados,Williams everGreen Ltd.,DG,ON-01530,INV/2022/1529,posted,2022-08-25 00:00:00,Alejandra Soto,25,[SUN2000-5KTL-L1],787,0,600.85,1,Neptune - Panamá,DG / Residential / Inverter,19675,41315,Stock,0,5,0,125,0,0,INV,2022,1529,2023-09-28 16:40:22,19675,2022-08,1658,DG,Other,Other
Panama,"TECNIC GROUP, S.A. PANAMA",DG,ON-01531,INV/2022/1515,posted,2022-08-17 00:00:00,Alejandra Soto,5,[SUN2000-5KTL-L1],739,0,600.85,1,Neptune - Panamá,DG / Residential / Inverter,3695,13273,Stock,0,5,0,25,0,0,INV,2022,1515,2023-09-28 16:40:34,3695,2022-08,1653,DG,Other,Other
Saint Vincent and the Grenadines,SVG Solar Teck Ltd.,DG,ON-01356,INV/2022/1512,posted,2022-08-11 00:00:00,Alejandra Soto,5,[SUN2000-5KTL-L1],876,0,600.85,1,Neptune - Panamá,DG / Residential / Inverter,4380,4380,Stock,0,5,0,25,0,0,INV,2022,1512,2023-09-28 16:40:40,4380,2022-08,1650,DG,Other,Other
Saint Vincent and the Grenadines,SVG Solar Teck Ltd.,DG,ON-01213,INV/2022/1513,posted,2022-08-11 00:00:00,Alejandra Soto,1,[SUN2000-4KTL-L1],840,0,613.03,1,Neptune - Panamá,DG / Residential / Inverter,840,2642,Stock,0,4,0,4,0,0,INV,2022,1513,2023-09-28 16:40:39,840,2022-08,1672,DG,Other,Other
Saint Vincent and the Grenadines,SVG Solar Teck Ltd.,DG,ON-01213,INV/2022/1513,posted,2022-08-11 00:00:00,Alejandra Soto,2,[SUN2000-5KTL-L1],876,0,600.85,1,Neptune - Panamá,DG / Residential / Inverter,1752,2642,Stock,0,5,0,10,0,0,INV,2022,1513,2023-09-28 16:40:38,1752,2022-08,1649,DG,Other,Other
Panama,"TECNIC GROUP, S.A. PANAMA",DG,ON-01344,INV/2022/1461,posted,2022-06-23 00:00:00,Alejandra Soto,5,[SUN2000-6KTL-L1],834,0,689.59,1,Neptune - Panamá,DG / Residential / Inverter,4170,15230,Stock,0,6,0,30,0,0,INV,2022,1461,2023-09-28 16:42:17,4170,2022-06,1683,DG,Other,Other
El Salvador,"SOLAIRE, S.A. DE C.V.",DG,ON-01284,INV/2022/1439,posted,2022-05-27 00:00:00,Alejandra Soto,2,[SUN2000-6KTL-L1],888,0,689.59,1,Neptune - Panamá,DG / Residential / Inverter,1776,1826,Stock,0,6,0,12,0,0,INV,2022,1439,2023-09-28 16:42:48,1776,2022-05,1755,DG,Other,Other
Nicaragua,TECNOSOLUCION S.A.,DG,ON-01236,INV/2022/1435,posted,2022-05-26 00:00:00,Dorian Flores,5,[SUN2000-6KTL-L1],883,0,689.59,1,Neptune - Panamá,DG / Residential / Inverter,4415,20945,Stock,0,6,0,30,0,0,INV,2022,1435,2023-09-28 16:42:53,4415,2022-05,1768,DG,Other,Other
Dominican Republic,"Unitrade, S.R.L.",Utility Scale,ON-01169,INV/2022/1400,posted,2022-04-20 00:00:00,Francisco Asturias,24,[SUN2000-3KTL-L1],605,0,507.87,1,Neptune - Panamá,DG / Residential / Inverter,14520,14520,Stock,0,3,0,72,0,0,INV,2022,1400,2023-09-28 16:43:48,14520,2022-04,1799,DG,Other,Francisco Asturias
Dominican Republic,"Unitrade, S.R.L.",Utility Scale,ON-01102,INV/2022/1394,posted,2022-04-12 00:00:00,Francisco Asturias,10,[SUN2000-6KTL-L1],830,0,689.59,1,Neptune - Panamá,DG / Residential / Inverter,8300,55938,Stock,0,6,0,60,0,0,INV,2022,1394,2023-09-28 16:43:59,8300,2022-04,1780,DG,Other,Francisco Asturias
Nicaragua,TECNOSOLUCION S.A.,DG,ON-01115,INV/2022/1388,posted,2022-04-06 00:00:00,Dorian Flores,4,[SUN2000-5KTL-L1],779,0,600.85,1,Neptune - Panamá,DG / Residential / Inverter,3116,14439,Stock,0,5,0,20,0,0,INV,2022,1388,2023-09-28 16:44:10,3116,2022-04,1779,DG,Other,Other
Nicaragua,TECNOSOLUCION S.A.,DG,ON-01115,INV/2022/1388,posted,2022-04-06 00:00:00,Dorian Flores,2,[SUN2000-3KTL-L1],644,0,507.87,1,Neptune - Panamá,DG / Residential / Inverter,1288,14439,Stock,0,3,0,6,0,0,INV,2022,1388,2023-09-28 16:44:09,1288,2022-04,1778,DG,Other,Other
Turks and Caicos Islands,Smartsolar Ltd.,Utility Scale,"ON-01073, ON-01027, ON-01126, ON-01074, ON-01124, ON-01028",INV/2022/1384,posted,2022-04-04 00:00:00,Francisco Asturias,1,[SUN2000-5KTL-L1],868,0,600.85,1,Neptune - Panamá,DG / Residential / Inverter,868,10557,Stock,0,5,0,5,0,0,INV,2022,1384,2023-09-28 16:44:17,868,2022-04,1777,DG,Other,Francisco Asturias
Turks and Caicos Islands,Smartsolar Ltd.,Utility Scale,"ON-01073, ON-01027, ON-01126, ON-01074, ON-01124, ON-01028",INV/2022/1384,posted,2022-04-04 00:00:00,Francisco Asturias,1,[SUN2000-3KTL-L1],644,0,507.87,1,Neptune - Panamá,DG / Residential / Inverter,644,10557,Stock,0,3,0,3,0,0,INV,2022,1384,2023-09-28 16:44:25,644,2022-04,1776,DG,Other,Francisco Asturias
Panama,"TECNIC GROUP, S.A. PANAMA",DG,ON-01080,INV/2022/1354,posted,2022-03-10 00:00:00,Alejandra Soto,6,[SUN2000-6KTL-L1],830,0,689.59,1,Neptune - Panamá,DG / Residential / Inverter,4980,26970,Stock,0,6,0,36,0,0,INV,2022,1354,2023-09-28 16:45:23,4980,2022-03,1761,DG,Other,Other
Dominican Republic,"Unitrade, S.R.L.",Utility Scale,ON-00972,INV/2022/1348,posted,2022-02-25 00:00:00,Francisco Asturias,7,[SUN2000-4KTL-L1],701,0,613.03,1,Neptune - Panamá,DG / Residential / Inverter,4907,27389,Stock,0,4,0,28,0,0,INV,2022,1348,2023-09-28 16:45:35,4907,2022-02,1784,DG,Other,Francisco Asturias
Dominican Republic,"Unitrade, S.R.L.",Utility Scale,ON-00972,INV/2022/1348,posted,2022-02-25 00:00:00,Francisco Asturias,12,[SUN2000-3KTL-L1],605,0,507.87,1,Neptune - Panamá,DG / Residential / Inverter,7260,27389,Stock,0,3,0,36,0,0,INV,2022,1348,2023-09-28 16:45:35,7260,2022-02,1812,DG,Other,Francisco Asturias
Dominican Republic,"Unitrade, S.R.L.",Utility Scale,ON-00972,INV/2022/1348,posted,2022-02-25 00:00:00,Francisco Asturias,6,[SUN2000-2KTL-L1],512,0,431.43,1,Neptune - Panamá,DG / Residential / Inverter,3072,27389,Stock,0,2,0,12,0,0,INV,2022,1348,2023-09-28 16:45:34,3072,2022-02,1786,DG,Other,Francisco Asturias
